호선,역번호,출발역,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시,25시
3호선,320,을지로3가,6.7,11.95,26.2,26.2,33.7,30.6,34.5,38.1,46.8,36.65,52.1,50.95,66.75,86.25,73.75,48.35,40.95,39.25,34.7,15.45,6.4
3호선,320,을지로3가,23.6,30.4,51.7,51.7,49.4,45.3,41.95,35.7,43.8,47.55,39.7,60.9,55.85,60.65,39.15,22.85,22.8,23.95,15.85,7.85,2.9
3호선,321,충무로,8,11.65,28.35,28.35,34.1,29.65,33.2,36.75,44.35,35.15,50.35,47.15,59.75,74,65.4,42.1,34.75,33.8,29.7,12.85,5.6
3호선,321,충무로,22.1,35.55,58.4,58.4,56.45,50.95,45.05,37.15,48.05,52.8,42.25,64.95,59.45,65.2,42.7,25.3,24.65,26.95,18.05,9.05,2.7
3호선,322,동대입구,8.1,10.85,29.8,29.8,34.85,29.7,34.55,40.05,47.9,37.7,53.95,50.6,65.6,80.55,75.65,49.55,38.55,36.4,32.25,12.3,5.2
3호선,322,동대입구,21.7,33.75,55.9,55.9,53.25,44.8,41.2,33.6,42.85,52,43.3,65.55,62.05,66.6,44.1,26.45,26.2,28.75,18.55,10.35,2.6
3호선,323,약수,8.1,11.45,31.5,31.5,37.75,32.1,36.1,41.4,47.2,36.9,51.15,47.75,62,74.9,73.45,45.8,35.3,32.9,30.9,12.05,5.3
3호선,323,약수,29.3,39.2,67.1,67.1,63.05,51.5,46,37.9,46.15,56.45,46.55,65.1,68.2,66.05,49.05,28.1,27.45,31.05,21.5,11.85,3.8
3호선,324,금호,10.2,11.3,32.15,32.15,40.9,35.4,39.9,44.4,51.85,40.3,56,53.3,71.55,90.25,85.6,53.9,41.1,39.6,35.05,14.9,6.5
3호선,324,금호,32,39.65,68.55,68.55,66.5,53.4,46.75,38.3,46.35,56.2,46.15,63.55,67.4,64.1,47.8,27.25,26.4,29.45,20.35,11.05,3.5
3호선,325,옥수,8.9,10.25,30.2,30.2,39.5,33.9,39.5,44.45,49.4,40.35,57.6,54.25,72.85,92.3,87.7,55.1,42.05,40.85,36.25,14.2,3.4
3호선,325,옥수,36.4,43.8,74.55,74.55,76.25,60.7,52.6,41.2,49.65,59.7,47.4,65.85,69.95,64.85,49.15,27.4,26.55,29.45,20.65,11.75,4.5
3호선,326,압구정,7.8,11.2,30.2,30.2,39.65,34.5,41.05,46.4,52.3,44.2,65.6,60.35,82.6,104.4,95.2,61.05,46.95,45.45,40.2,15.25,1.9
3호선,326,압구정,16.1,39.65,68.8,68.8,62.45,51.2,47.85,38.65,45.25,59.6,50.2,68.65,71.75,68.5,55.75,32.85,29.6,33.5,22.1,11.85,4.1
3호선,327,신사,7.4,12.7,32.9,32.9,50.4,40.55,46.55,50.7,52.85,44.5,62.7,56.8,80.55,95.55,85.15,52.7,41.35,42.75,32.7,13.65,2.2
3호선,327,신사,14.6,32.8,50.55,50.55,42.9,37.1,38.35,33.65,38.55,51.5,43.1,57.75,63.7,61.25,52.3,32.05,28.9,35.75,22.15,11.45,3.7
3호선,328,잠원,7.7,13.3,31.55,31.55,55.7,42.55,41.85,47.1,47.15,40.6,55.4,48.85,68.4,77.35,65.1,39.7,32.05,33.15,25.45,10.35,2.2
3호선,328,잠원,15,33.1,52.4,52.4,43.95,38.15,39.35,34.45,39.05,51.8,42.8,56.6,65.1,58.6,52.6,31.75,28.4,35,21.85,12.05,3.2
3호선,329,고속터미널,7.5,13.35,30.55,30.55,55.1,42.1,41.4,46.45,46.35,41.5,56.1,49.6,68.8,78.95,65.45,40.35,33.05,34.65,26.85,10.95,2.6
3호선,329,고속터미널,17.4,38.2,68.3,68.3,55.15,47.7,42,37.1,41.9,54.65,44.2,56.2,67,59.5,51.4,33.6,27.95,34.35,21.25,11.9,4.1
3호선,330,교대,8.7,16.2,35.35,35.35,47.4,37.45,44.4,49.8,48.85,44.3,63.65,56,85.35,97.45,79,44.8,37.4,40.15,30.3,11.7,2.8
3호선,330,교대,21.5,36.7,59.05,59.05,41.75,33.75,30.15,27.45,33.75,42.55,36.95,47.1,58,50.9,45.6,27.8,24.75,31.75,19.55,11.9,3.4
3호선,331,남부터미널,8.3,14.1,34.45,34.45,40.75,33.3,38.65,42.3,38.65,34.5,49.85,44.35,70.75,81.5,60.5,34.05,28.45,33.3,22.25,8,2.2
3호선,331,남부터미널,19.1,29.65,50.6,50.6,32.1,26.4,24.5,23.35,27.55,35.1,31.75,39.15,52.15,49.85,41.35,26.35,23.8,29.75,18.3,10.7,2.7
3호선,332,양재,8.7,15.1,35.2,35.2,38.25,30.4,34.5,37.4,31.95,29.8,41.85,38.2,55.7,62.3,48.9,26.75,22.3,26.15,15.25,6.3,1.4
3호선,332,양재,7.5,20.65,30.4,30.4,17.4,16.3,17.4,18.45,21.95,28.5,26.65,33.7,49.7,47.55,41.35,24.75,23.95,27.15,17.2,9.7,2.1
3호선,333,매봉,9.5,15.5,37.6,37.6,39.3,29.5,29.65,31.3,26.55,23.65,30.65,28.15,38.4,37.55,28.25,15.15,12.8,17.05,10.7,4.8,1.7
3호선,333,매봉,8.2,18.05,27.05,27.05,14.9,13.95,15.6,17.55,20.3,27.25,26.5,33.3,49.6,48.25,42.05,24.35,23.85,26.1,17.85,9.4,2.7
3호선,334,도곡,8.8,15.6,38,38,37.75,28.6,28.35,29.7,25.3,21.7,27.4,25.25,34.25,30.95,24.05,13.1,10.85,16.95,9.95,4.55,1.8
3호선,334,도곡,7.3,16.5,23.9,23.9,11.65,11.25,13,14.65,17.75,23.45,23.15,27.7,43.5,41.15,35.95,21.9,20,23,16.5,8.85,3.2
3호선,335,대치,7.5,14.45,35.35,35.35,33.05,25.25,24.3,25.35,21.9,19,23.6,21.5,29.25,26.55,18.9,10.6,9.05,14.55,7.3,4,1.7
3호선,335,대치,7.4,15.05,22.1,22.1,10.6,10,11.65,12.75,15,19.6,19.9,23.85,37.55,37.4,32.35,20,18.3,25.25,16.05,7.65,2.6
3호선,336,학여울,6,12.45,31.7,31.7,29.9,23.55,22.1,23.15,19.4,18.25,22.8,21.1,28.55,25.05,17.45,8.85,7.6,7.85,5.3,3.7,1.8
3호선,336,학여울,7.8,14.85,21.9,21.9,10.65,9.8,11.25,12.55,14.45,18.7,18.95,23.95,37.15,36.35,32.9,20.85,17.15,24.9,15.75,7.4,2.5
3호선,337,대청,7.6,11.55,33.6,33.6,28.3,22.9,21.7,23.25,19.2,17.75,22.4,20.75,28.2,24.9,15.9,8.7,7.5,7.85,5.35,3.65,1.8
3호선,337,대청,7.8,13.45,19.55,19.55,10.1,9.4,10.1,12.3,13.6,16.65,18.3,21.9,35.4,34.1,29.35,18.35,14.85,20.45,13.1,6.6,1.9
3호선,338,일원,6.9,10.2,30.3,30.3,25.05,19.6,19.75,20.95,17.7,16.4,19.3,17.6,25.05,21.2,14.25,7.75,7.05,7.4,5.1,3.9,1.9
3호선,338,일원,6.9,10.25,14.2,14.2,8.25,7.5,8.6,10.8,11.4,14.05,16.6,20.5,35.35,30.6,30,15.95,14,17.65,11.65,6.35,1.5
3호선,339,수서,7.1,10.35,28.3,28.3,23.25,17.85,16.65,18.05,14.55,14.05,15.4,12.8,18.35,18.1,12.75,7.2,6.75,6.95,5,3.3,2.1
3호선,339,수서,7.9,7.6,12.8,12.8,7.9,7.1,8.25,10.55,11.65,12.9,15.75,19.45,33.75,30.35,27.4,15.1,12.65,15.2,11.6,6.3,1.1
3호선,340,가락시장,12.9,23,38.45,38.45,23.2,17.5,14.6,16.75,13.1,12.9,14,14.55,19.1,22.6,12.65,7.2,6.65,7.15,4.6,2.9,2
3호선,340,가락시장,0,5.1,8.1,8.1,6.15,6,6.35,7.15,7,8.35,10.25,14.55,21,17.35,24.4,11.85,10,13.6,9.55,5.65,2.1
3호선,341,경찰병원,9.8,14.75,26.05,26.05,14.1,10.25,9.2,10.65,8.45,7.75,8.55,9.8,11.3,13.05,6.8,3.7,3.45,4.05,2.15,1.55,0
3호선,341,경찰병원,0,4.05,5.95,5.95,3.5,3.65,4.8,5.5,5.45,6.9,8.2,11.5,17.9,15.35,19.3,9.1,8,10.45,7.1,3.75,1.2
3호선,342,오금,8,11.6,20.95,20.95,11.7,8.1,6.95,8.25,6.7,5.95,6.15,7.4,8.3,8.95,5.2,2.75,2.7,3.25,1.6,1.3,0
3호선,342,오금,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4호선,409,불암산,0.3,3.85,3.75,3.75,1.9,2.05,1.7,3.05,4,3.25,4.55,6.5,8.4,11.9,8.25,4.6,3.9,4.5,4.1,4.95,1.4
4호선,409,불암산,5.6,7.9,18.2,18.2,13.1,8.8,9.25,7.3,8.85,5.85,6.35,6.65,6.6,7.05,5.3,2.4,2.6,2.4,1.9,2.05,0
4호선,410,상계,0,6.05,5.85,5.85,3,2.65,3.4,4.25,5.95,6,7.6,9.7,11.45,15.9,12.55,7.7,6.95,6.7,7.5,4.85,2.3
4호선,410,상계,11.5,16,31.65,31.65,20.25,15.5,14.65,12.4,13.15,10.65,10,10.75,10.1,10.35,7.4,4.05,4.5,4.65,3.3,3.15,0
4호선,411,노원,0,9,9.15,9.15,4.7,4.2,5.6,6.9,9.3,9.9,12.65,15.8,19.5,26.7,23.4,13.95,12.15,11.5,13.15,7.55,4
4호선,411,노원,14.1,21.45,41.3,41.3,26.95,20.85,20.1,18.2,19.15,16,15.85,17.3,15.9,15.85,12,8.2,9.15,11.1,8.3,7,0
4호선,412,창동,0,14.3,14,14,9.65,8.35,10,10.95,14.85,15.65,19.45,23.6,30.35,41.95,37.65,20.3,17.9,16.5,18.95,11.05,5.3
4호선,412,창동,24.1,27.65,55.8,55.8,43.8,33.05,30.9,27.4,27.85,22.55,22.55,25.35,22.15,20.65,15.75,10.3,10.45,12.7,10,9.5,3.8
4호선,413,쌍문,0,19.35,17.6,17.6,12.95,11.75,14.8,15.75,20.45,22.4,28.05,33.25,44.2,62.4,56.9,31.05,27.8,25.55,29.75,15.05,6.9
4호선,413,쌍문,35.1,34.4,69.95,69.95,54.5,40.2,35.8,33.15,32.2,25.6,24.1,25.3,24.4,21.1,15.9,10.35,10.05,12.05,10,8.2,3.1
4호선,414,수유,32.3,16,15.9,15.9,12.25,11.9,14.8,16.25,21.35,24.25,32.9,37.9,55.35,72.9,70.3,39.1,34.3,31.95,38.65,19.2,9.8
4호선,414,수유,42.8,39.65,79.55,79.55,64.25,47.5,41,37.4,37.55,28.9,27.1,28.25,26.1,22.55,16.65,10.8,10.2,11.55,9.7,7.8,2.5
4호선,415,미아,28.4,15.4,14.6,14.6,12.45,12.35,15.6,17.25,22.85,26.85,36.65,43.5,63.2,82.95,84.55,45.95,40.95,38.15,46.7,23.65,13.3
4호선,415,미아,46.8,41.2,84.2,84.2,67.1,50.7,42.55,39.65,40.5,30.65,29.2,31,28.65,24.55,17.15,11.2,10.35,12.7,9.55,8.3,2.2
4호선,416,미아사거리,26,14.85,15.9,15.9,12.85,13,16.7,19.1,23.45,28.6,39.8,45.7,69.7,85.65,89.4,48.3,42.85,40.5,51.25,25.4,14.6
4호선,416,미아사거리,55.5,45.85,92.2,92.2,73.7,55.25,46.2,40.75,43.45,32.85,30.5,32.5,30.25,25.3,17.7,12.05,10.45,12.35,9.95,7.8,2.2
4호선,417,길음,24.7,14.95,15.4,15.4,13.25,13.75,17.65,20.2,24.95,30.35,42.45,48.6,77.75,96.45,96.75,51.45,46,45.85,55.7,27.6,16
4호선,417,길음,59.7,50.3,100.45,100.45,81.75,58.9,50.95,43.4,46.9,34.75,33.25,33.7,33.15,26.9,19.15,12.6,10.7,12.55,10.2,7.8,2
4호선,418,성신여대입구,23.1,14.65,14.45,14.45,14.95,15.9,19.65,22.55,27.8,32.85,44.9,52.35,83.95,106.55,103.35,56.25,50.05,53,58.5,30.65,17.4
4호선,418,성신여대입구,73,52.85,107.25,107.25,94,65.85,55.65,47.9,51.65,37.6,38.8,38.65,39.65,32.2,22.5,15.65,13.6,16.3,13,10.75,3.9
4호선,419,한성대입구,22.6,15.15,15.7,15.7,16.8,18.25,23.6,25.5,30.9,36.4,49.7,56.9,92.05,114.5,112.6,59.65,55.05,57.7,65.2,32.1,15.4
4호선,419,한성대입구,57.3,53.3,105.3,105.3,97.6,68.05,57.45,50.3,53.5,39.35,41.2,41.4,43.55,35.2,24.55,18,15.5,17.6,14.1,11.45,3.9
4호선,420,혜화,23,16.35,16.6,16.6,18.55,20.6,24.85,26.95,33.85,38,52.05,57.95,94.15,116.9,114.1,61.2,57.4,59.25,66.85,33.65,10.3
4호선,420,혜화,59.1,51.45,101.1,101.1,94.3,66.9,59.7,53.85,56.95,42.85,48.95,52.1,53.2,47.05,30.35,23.9,24.5,37.2,29.2,18.1,5.2
4호선,421,동대문,21.5,20.15,22.95,22.95,28.55,31.3,32.55,33.15,43.6,48.3,56.3,62.1,98.95,122.2,119.3,60.95,55.7,56.65,62.75,33.5,11
4호선,421,동대문,60.1,48.75,94.1,94.1,89.9,72.15,57.2,55.25,57.5,45.65,52.2,56,59.85,50.65,34.05,25.45,25.6,37.55,30.1,18.7,5.5
4호선,422,동대문역사문화공원,16.9,21.05,23.75,23.75,31.8,33.35,36.9,36.95,46.65,50.7,56.85,62,95.2,118.35,115.55,60.9,55.55,60.3,62,31.1,11.8
4호선,422,동대문역사문화공원,43.4,34.75,64.65,64.65,72.85,60.65,49.45,47.35,49.95,39.25,45.95,49,51.8,45.85,33.3,24.95,24.45,33.55,24.55,14.75,5.2
4호선,423,충무로,13.3,16.5,22.5,22.5,28.45,31.2,32.6,34.5,41.75,44.5,48.1,53.2,79.25,98.15,79.05,47.25,41.45,44.7,46.45,22.55,9.1
4호선,423,충무로,39.7,26.35,50.3,50.3,58.3,50.45,44.25,45.4,45.15,38.55,46.05,50.85,54.65,52.75,38.3,28.4,26.35,33.95,27.2,14.3,4.6
4호선,424,명동,12.1,17.1,26.45,26.45,33.75,36.35,35.6,35.9,42.35,43.4,45.25,49.2,72.8,82.1,63.1,38.45,34.1,37.5,39.55,19.5,8.4
4호선,424,명동,37.9,24.25,44.15,44.15,48.3,42.15,39.9,39.75,39.2,35.4,43.15,49.85,53.6,53.8,38.85,26.95,28.5,38.05,31.8,14.7,3.9
4호선,425,회현,12.3,19.3,30.75,30.75,37.15,38.6,35.9,38,42.75,42.7,43.15,44.75,66.2,71.3,54.9,33.5,28.25,27.5,27.05,15.2,8.2
4호선,425,회현,22.1,23.55,37.8,37.8,37.8,32.8,30.55,33.5,35.7,33.8,41.95,52.6,58.2,61.3,44.05,30.8,30.2,38.5,31.9,14.4,3.6
4호선,426,서울역,11.7,20.55,35.75,35.75,42.1,43.15,40.35,39.6,41.95,39.95,37.55,37.85,54,58.35,47.1,26.85,25.8,26.15,25.95,14.7,6.6
4호선,426,서울역,18.6,15.85,25.35,25.35,25.5,23.65,21.65,24.95,27.15,25.2,30.6,39,45.55,49.35,39.85,23.1,22.5,27.35,22.6,12.4,6.5
4호선,427,숙대입구,17.2,17.75,31,31,31.95,29.9,27.7,26.85,30.2,27.65,28.45,27.05,38.65,42,33.15,19.15,18.65,19.8,19.9,9.55,4.8
4호선,427,숙대입구,20.7,15.25,23.6,23.6,23.75,20.85,19.4,24.65,25.8,24.85,30.15,39.85,46.45,49.85,39.5,23.75,22.8,27.2,23.8,12.5,5.7
4호선,428,삼각지,16.2,18.25,33.05,33.05,32.75,30.75,28.1,26.4,29.7,27.7,25.7,25.5,37.4,37.95,31.85,18.2,16.75,18.5,18.5,9.1,5.4
4호선,428,삼각지,24.6,17.5,27.4,27.4,27.45,23.6,19.5,25.65,26.4,26.15,30.8,41.15,49.1,51.1,42.55,24.95,25.05,29.1,26.1,14,6.7
4호선,429,신용산,17.1,20.15,35.7,35.7,37.25,33.4,29.95,27.1,32.55,28.9,27.15,26.7,40.75,43.4,36.75,20.3,18.2,19.5,19.2,9.85,6
4호선,429,신용산,25.6,16.05,24.4,24.4,20.95,18.8,17.35,23.6,24.45,25.4,29.15,40.85,49.8,53.75,44.3,26.45,26.9,31.65,27.65,14.75,6.3
4호선,430,이촌,17.4,20.75,41.45,41.45,41.95,36.35,29.8,27.55,32.1,28.6,26.1,26.2,37.95,37.65,32.65,17.8,15,17.25,15.4,8.15,5.8
4호선,430,이촌,31.1,18.85,28.55,28.55,24.45,21.3,18.95,24.3,25.55,26.65,30.6,41.25,54,52.9,50.7,27.4,27.7,32.85,29.25,17.35,9.2
4호선,431,동작,17.1,23.85,43.75,43.75,44.55,37.95,30.35,30.35,33,29.5,27.45,28.5,40.15,41.55,35.45,20.7,16.6,21.2,17.4,9,6.4
4호선,431,동작,0,19.15,28.55,28.55,24.5,21.8,19,24.5,26,26.6,29.9,42.25,58.1,55.5,59.15,30.2,28.7,34.8,31,17.7,8.9
4호선,432,총신대입구,21.5,30.3,54.45,54.45,47.45,39.35,30.15,31.1,33.25,29.8,29.2,27.95,39.8,41.25,34.2,19.65,15.7,22.65,17.3,9,6.2
4호선,432,총신대입구,0,22.9,32.15,32.15,25.3,22.5,20.25,24.95,26.4,26.7,30.9,41.85,57.55,56.8,59.55,32.2,30.65,37.15,31.8,16.95,10.3
4호선,433,사당,19.9,32.3,59.9,59.9,52.95,41.7,34.5,34.2,33.6,31.7,32.25,30.9,40.35,44.4,38.55,20.05,16.75,22.9,18.65,7.1,7.4
4호선,433,사당,14.6,21.65,27.9,27.9,16.55,15.1,13.9,15.65,20.3,22.75,22.5,32.9,48.85,50.55,52.85,28.2,31.85,33.75,26.3,11.05,0
4호선,434,남태령,31.1,46.55,98.3,98.3,99.35,78.7,57.15,53.15,54.9,43.8,42.65,41.25,58.6,74.4,59.85,28.95,20.7,24.05,16.4,8.85,0
4호선,434,남태령,14.6,32.4,53.05,53.05,28.4,24.65,29.8,30.85,36.35,37.95,50.9,59.45,90.1,100.95,104.05,60.5,53.3,55.05,42,33.65,0
5호선,2511,방화,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5호선,2511,방화,3.1,3.7,6.8,6.8,4,3.75,3.8,3.55,3.4,3.05,2.9,3.55,2.85,2.45,2.35,1.5,1.05,1,0.55,0.45,0.1
5호선,2512,개화산,3.2,1.45,2.55,2.55,1.3,1.4,1.6,2.25,2.5,2.7,3.2,4.25,4.85,6.6,5.25,3.8,3.9,3.75,2.8,1.85,1.2
5호선,2512,개화산,6.2,6.15,12.3,12.3,7.1,6.6,6.25,6.6,5.9,5.25,5.3,6.2,5.15,5.65,4.85,2.9,2.2,2.2,1.25,0.75,0.1
5호선,2513,김포공항,5,2.9,5.25,5.25,2.35,2.45,3.1,4.25,4.75,4.8,5.6,7.25,8.75,12.7,9.55,7.05,7.2,7,4.95,2.95,1.8
5호선,2513,김포공항,4.7,9.8,23.55,23.55,19.15,16.9,13.6,12.95,13.25,13.2,13.15,15.95,14.4,14.1,20.6,10.95,8.65,9.55,7.4,4,2.3
5호선,2514,송정,28.9,13.55,17.6,17.6,5.95,6.65,9.45,11.8,12.3,11.9,14.1,17.3,22.4,33.25,19.2,13.7,14,12.65,8.45,4.1,1.7
5호선,2514,송정,6.8,10.9,26.15,26.15,21.3,19.25,15.6,14.5,14.7,14.65,14.55,17.45,16.25,15,21.45,12.3,9.3,9.85,7.9,4.3,2.3
5호선,2515,마곡,30.1,14,18.4,18.4,6.35,7.3,10.2,12.95,13.3,13.4,15.75,19.7,25,36.85,21.2,15.7,16,14.9,9.65,5.25,2.7
5호선,2515,마곡,8.3,12.2,28.55,28.55,20.85,19.75,17.3,16.85,16.85,18,18.6,23.25,23.15,25.75,31.65,19.35,15.15,15.45,10.6,5.35,2.2
5호선,2516,발산,38.5,17.75,26.65,26.65,11.4,11.75,13.8,15.65,16.85,16.35,18.3,22.2,27.95,38.6,24.75,17.45,17.1,16.15,11.2,6.1,3.8
5호선,2516,발산,10,12.3,31.5,31.5,20.95,19.95,19.45,20.85,20.2,22.15,24.8,32.3,33.9,38.85,44.2,27.85,22.75,23.85,16.45,7.7,1.8
5호선,2517,우장산,41.3,21.85,40.2,40.2,18.8,17.25,18.35,19.2,20.8,20.7,21.2,24.4,31.7,41.75,29.5,20.35,18.1,17.7,12.15,7.35,5.3
5호선,2517,우장산,14.4,18.4,41.55,41.55,25.6,23.85,22.95,23.7,22.95,23.65,25.95,34.45,36.05,38.2,45.65,28.2,22.9,23.9,16.15,7.35,1.5
5호선,2518,화곡,38.4,21.25,42.9,42.9,18.75,17.95,18.45,19.7,22.25,22.4,23.2,28.3,37.5,51.55,36.9,26.3,23.4,23.7,17.05,10.6,7.4
5호선,2518,화곡,19.7,28.6,65.2,65.2,37.25,33.45,29.5,29.55,28.65,27,28.35,36.4,38.95,38.8,46.6,28.8,23,23.3,15.6,6.65,0
5호선,2519,까치산,26.8,20.6,40.6,40.6,18.45,17.45,18.75,20.8,23.9,25.15,27.95,35.45,48.95,72,53.85,40.7,35.95,34.15,26.15,16.35,10.9
5호선,2519,까치산,28,32.5,74.3,74.3,43.1,37.55,31.9,30.3,29.95,26.25,25,30,32.15,29.5,36.35,22.35,18.05,16.85,12.3,5.95,4.2
5호선,2520,신정,17.1,15.05,30.2,30.2,13.8,13.45,15.6,18.4,21.5,24.1,29.25,38.4,53.9,78.25,59.6,47.25,42.15,41.2,32.05,20.75,15.2
5호선,2520,신정,34.7,37.95,85,85,50.3,43.5,35.55,32.95,32.95,28.1,25.75,29.9,32.9,28.9,35.7,22.35,17.45,16.15,12.75,5.7,3.6
5호선,2521,목동,14.6,14.05,27.85,27.85,13,12.85,15.8,19.05,22.45,25.35,31.15,41.8,59.3,85.4,66.7,52.9,47.35,46.35,34.45,23.45,17
5호선,2521,목동,38.6,41.1,96.15,96.15,56.35,48.1,40.3,36.45,36,30.55,28.45,32.15,35,29.8,36.2,23.45,18.75,17.85,13.1,5.9,3.5
5호선,2522,오목교,12.5,13.95,27.5,27.5,14.05,14.05,17,21.3,24.9,28.75,35.9,47.3,68.7,100.5,77.7,61.7,54.65,51.1,39.95,27.6,19.5
5호선,2522,오목교,40.5,44.6,102.8,102.8,60,51.45,44.9,39.65,38.4,33.05,31.25,35.1,39.4,33.55,40.15,27.65,22.85,23.4,15.7,6.65,3.8
5호선,2523,양평,11.5,15.35,31.85,31.85,18.05,17.95,20.7,24.55,29.2,33.55,40.6,52.85,77.35,110.45,85.3,65.95,57.75,54.15,43.35,30.5,21.8
5호선,2523,양평,45.4,45.1,107.4,107.4,61.6,52.85,46.15,40.8,40.15,34.05,32.25,36.05,41.65,36.35,42.5,28.95,23.65,23.65,16.4,6.7,3.8
5호선,2524,영등포구청,10.9,15.75,32.8,32.8,19.45,19.05,21.7,25.35,30.05,34.35,41.45,53.95,80.3,110.65,86.8,68.15,60,55.95,45.4,32.15,22.5
5호선,2524,영등포구청,35.1,33.35,82.2,82.2,46.7,39.9,35.7,31.55,31.5,27.25,24.3,26.7,30.6,26.05,30.45,21.1,17,16.7,12.05,5.35,3.2
5호선,2525,영등포시장,7.5,11.2,23.15,23.15,14.15,14.25,16.7,20.1,23.55,26.3,33.5,43.75,64.05,87.7,68.25,52.2,46.7,42.7,32.25,22.55,16.6
5호선,2525,영등포시장,36.1,34.1,86.05,86.05,47.65,39.75,36.45,31.1,30.7,27.05,24.6,27.75,33.15,28.45,31.45,21.85,17.65,16.5,13.05,5.65,2.8
5호선,2526,신길,8.8,11.3,24.65,24.65,15.45,15.35,17.7,20.9,24.35,27,34.05,43.65,64.95,88.5,69.8,54.15,48.25,44.65,31.85,24.5,17.2
5호선,2526,신길,43,39.8,100.75,100.75,55.1,43.8,39.65,32.6,32.9,28.85,25.45,28.85,34.15,29.75,33.15,22.35,17.9,16.6,13,5.6,2.4
5호선,2527,여의도,7.8,12.45,26,26,15.95,15.9,18.3,22.05,25.9,28.55,36.95,47.5,73.5,103.75,74.35,60.2,54.65,49.8,34.75,23.95,0
5호선,2527,여의도,33.1,30.85,70.75,70.75,45.8,37.65,38.65,31.25,34,30.4,28.55,34.2,50.4,54.15,51.35,34.45,27.9,24.1,16.4,6.75,2.3
5호선,2528,여의나루,12.1,18.55,58,58,25.2,22.2,22.1,24.4,28.3,29.45,34.6,44.3,64.85,86.2,61.2,47,43.85,40.3,29.4,19.5,3.3
5호선,2528,여의나루,32.2,28.75,64.25,64.25,45.25,37.3,38.3,31.8,34.45,31.05,29.75,35.55,55.05,62.35,59.05,39.8,31.95,26.6,18.85,7.55,2.4
5호선,2529,마포,12.1,20.6,67.95,67.95,28.5,24.5,25,26.25,30.55,30.65,36.05,44.65,64.8,88.3,56.15,45.65,42.4,38.9,27.75,19.45,3.8
5호선,2529,마포,32,28.85,62.65,62.65,44.35,37.2,38.6,32.4,35,32.15,30.25,36.15,54.85,63.7,58.15,40.7,33.5,27.7,19.2,7.45,2
5호선,2530,공덕,10.4,21.7,69.4,69.4,30.3,25.7,25.65,26.75,30.5,30.85,36.05,45.5,64.45,84.85,56.2,45.3,41.2,37.2,26.65,19.95,5.2
5호선,2530,공덕,26.6,29,62.35,62.35,43.75,36.65,39.9,33.25,35.5,32.45,30.35,34.9,48.8,53.2,50.45,35.7,29.65,24.8,18.3,8,3.2
5호선,2531,애오개,10.6,19.75,55.8,55.8,27.3,23.6,24.65,26.1,29.45,30.6,36.15,45.55,66.6,86.45,57.35,44.85,40.6,36.55,25.75,16.95,6
5호선,2531,애오개,18.1,26.35,64.15,64.15,44.55,37.55,39.9,33.35,35.8,32.45,30.25,34.2,48.6,52.05,50.15,35.05,28.85,23.9,17.5,7.45,2.3
5호선,2532,충정로,14.4,19.6,53.8,53.8,27.5,23.5,24.75,25.65,29.45,29.95,35.75,45.95,67.4,86.6,57.2,44.3,41.45,37.1,26.65,17.55,3.8
5호선,2532,충정로,18.1,25.85,58.3,58.3,41.65,35.9,38.45,32.2,34.35,31.8,29.25,33.65,45.3,52.2,48.85,34.2,28.5,23.4,17.8,7.9,4.4
5호선,2533,서대문,13.9,20.2,54.7,54.7,27,22.9,23.55,24.45,29,29,35.15,44.8,64.55,80.2,52.7,41.75,39.85,36.05,25.9,17,3.8
5호선,2533,서대문,18.9,22.8,48.35,48.35,38.9,34.2,38.45,33,34.15,32.15,31.3,37.65,51.75,60.65,53.75,37.4,31.5,25.6,20,8.2,4.3
5호선,2534,광화문,12.6,22.95,62.05,62.05,31.3,25.7,24.8,24.4,30.15,29.4,33.4,41.05,57.2,68,47.05,39.1,35.95,33.2,23.85,17,4.5
5호선,2534,광화문,17.1,16.9,31.95,31.95,25.65,25.05,31.5,30.15,31.6,32.55,35.55,45.7,65,78.1,66.15,48.85,44.2,36.2,25.1,10.05,4.7
5호선,2535,종로3가,15.4,28.75,76.1,76.1,44.2,34.85,31.1,28,31.8,29.85,30.3,35.6,46.7,46.55,35.55,29.4,24.85,24,19.2,14.05,4.4
5호선,2535,종로3가,7.4,15.85,27.3,27.3,18.65,17.45,22.25,23.35,25.8,28.35,32.95,42.4,59.65,74.15,62.1,48.55,43.95,37.25,27.6,11.4,5.4
5호선,2536,을지로4가,13.8,30.35,74.5,74.5,45.2,37,33.3,29.1,28.6,27.05,25.9,29.75,39.3,35.8,30.1,23.8,19.45,18.7,14.75,10.45,4.9
5호선,2536,을지로4가,7.5,14,23.85,23.85,15.45,14.65,18.6,21,22.6,25.35,30.55,40.2,58.5,75.9,63.3,48,43.5,37.65,28.95,12.5,5.3
5호선,2537,동대문역사문화공원,14.2,30.6,74.1,74.1,43.55,34.65,31.4,26.85,26.35,23.95,23.3,25.65,33.45,28.95,25.2,20.1,16.4,15.35,12.45,9.1,2.3
