역번호,역주변,호선,역명
244,한양대학교,,
244,하늘병원,,
244,국악음반박물관,,
244,용답꽃공원,,
244,성동구견인차량보관소,,
244,한양초등학교,,
244,(재)씨젠의료재단,,
244,한양대학교병원,,
244,용답동,,
244,성동구립용답도서관,,
244,용답동사무소,,
244,사근동,,
244,한양여자대학,,
244,사근초등학교,,
245,신답초등학교,,
245, 신답4거리,,
245, 답십리우체국,,
246,용두동,,
246,풍물시장,,
246, 숭인중학교,,
246,청계천 방면,,
246, 용두초등학교,,
246, 용두2동사무소,,
246,동대문베르빌,,
246, 동대문도서관,,
246, 동대문우체국,,
246, 신설동로터리,,
247,문래동,,
247,신도림동,,
247,신도림고등학교,,
247,도림천,,
247,신도림 생활체육관,,
247,우성 APT,,
247,안양천,,
247,신정교 ,,
247,문래현대 APT,,
247,동아 APT,,
247,신도림중학교,,
247,신도림초등학교,,
248,양천구의회,,
248,신정7동사무소,,
248,"목동아파트 13,14단지",,
248,양천구보건소,,
248,양천세무서,,
248,양천구청,,
248,신목고등학교,,
248,신정6동사무소,,
248,양천경찰서,,
248,양천구민회관,,
248,서울출입국관리사무소,,
248,갈산초등학교,,
248,"목동아파트 9,12단지",,
248,양천여고,,
248,계남초등학교,,
248,양천아파트,,
248,봉영여중,,
248,서울은정초등학교,,
249,(주)서부트럭터미널 방면,,
249,건설근로자공제회 서울취업센터,,
249,신월종합사회복지관,,
249,기업은행,,
249,신월2동 우체국,,
249,목동힐스테이트아파트,,
249,남부순환로,,
249,"남부법원,남부검찰청",,
249,양강초등학교,,
249,양강중학교,,
249,고척동 방면,,
249,신정1지구대,,
249,공원(자연학습장),,
249,남명초등학교,,
249,신정제일시장,,
249,국립과학수사연구소,,
249,신정119안전센터,,
249,신정3동파출소,,
249,신정5동 주민센터,,
249,신서중학교,,
249,양천구 취업종합정보센터,,
249,신트리아파트,,
249,신안약수 아파트,,
249,신정3동 주민센터,,
249,신정4동 주민센터,,
249,신정1동 주민센터,,
249,"목동 아파트 9단지,10단지",,
249,양명초등학교,,
249,신월동 방면,,
249,시영아파트,,
249,신남중학교,,
250,"동대문구건강가정,다문화가족지원센터",,
250,국민건강보험공단 동대문지사,,
250,동대문구보건소,,
250,용신동,,
250,용신동 주민센터,,
250,서울 약령시 한의약 박물관,,
250,동대문구청,,
250,용두근린공원,,
250,구립동대문 장애인종합복지관,,
250,서울마장동우체국,,
250,서울문화재단,,
250,대한적십자사 서울특별시지사,,
250,신답초등학교,,
250,숭인중학교,,
250,서울특별시 시설관리공단,,
250,국민건강보험공단성동지사,,
250,청계천박물관,,
309,지축동,,
309,지축기지,,
309,지축기지,,
309,지축동,,
309,지축초등학교,,
309,지축초등학교,,
310,서울은평우체국,,
310,북한산방면,,
310,진관동주민센터,,
310,한국산업인력공단 서울서부지사,,
310,롯데몰,,
310,구파발역 광역환승센터,,
310,가톨릭대학교 은평성모병원,,
310,은평메디텍고등학교,,
310,통일로방면,,
310,구파발폭포,,
310,진관내동,,
310,진관외동,,
310,구파발우체국,,
310,신도초등학교,,
310,진관시장,,
310,기자촌방면,,
310,구파발파출소,,
310,진관내동사무소,,
310,구파발동,,
310,연신내방면,,
310,감사교육원행 버스타는곳,,
310,진관파출소,,
311,갈현1동주민센터,,
311, 은평경찰서,,
311,연광초등학교,,
311,동명생활경영고등학교,,
311,예일여고방면,,
311,은평구립도서관,,
311,대성중·고등학교,,
311,불광2동,,
311, 세명컴퓨터고등학교,,
311, 연신초등학교,,
311,불광1동방면,,
311, 불광중학교,,
311,대조동주민센터,,
311,갈현2동주민센터,,
311, 선일여자고등학교,,
311,대조동,,
311, 동명여자고등학교,,
311, 대조초등학교,,
311, 갈현초등학교,,
311,구파발방면,,
311,구파발방면,,
311, 연천중학교,,
311,연서시장,,
311,불광2동,,
311, 연신중학교,,
311,불광2동주민센터,,
311, 연천초등학교,,
311,은평소방서,,
312,건강보험공단,,
312,대조파출소,,
312,서울혁신파크 ,,
312,불광시장,,
312,대조동,,
312,은평여성인력개발센터 ,,
312,한국환경산업기술원,,
312,서울기록원 ,,
312,한국양성평등교육진흥원 ,,
312,역촌동방면,,
312,미성아파트,,
312,구기터널방면,,
312,녹번동방면,,
312,대조동우체국,,
312,한전,,
312,국민연금,,
312,불광초등학교,,
312,역촌동방면,,
312,우리은행,,
312,불광1동,,
312,구기터널방면,,
312,불광1동 주민센터,,
312,한국여성정책연구원,,
312,현대아파트,,
312,녹번동방면,,
312,기업은행 불광동지점,,
312,KT은평지점,,
312,한국행정연구원 ,,
313,힐스테이트 녹번,,
313,은평구청,,
313,불광방면,,
313,서울적십자 은평서대문희망나눔봉사센터,,
313,녹번만화도서관,,
313,녹번JR아파트,,
313,은평둘레길,,
313,서울특별시 꿈나무 마을,,
313,녹번동,,
313,은평초등학교,,
313,래미안 베라힐즈,,
313,불광방면,,
313,대림아파트      ,,
313,녹번119안전센터,,
313,녹번동,,
313,녹번동 주민자치센터,,
313,한전 서대문은평지사,,
313,홍은동방면,,
313,응암1동,,
313,녹번종합사회복지관,,
314,유진상가,,
314,인왕시장,,
314,홍제초등학교,,
314,서울여자간호대학교,,
314,홍은동 벽산 아파트 ,,
314,북한산더샵아파트 ,,
314,홍제센트럴아이파크,,
314,연희로 방면,,
314,"홍은동, 녹번 방면",,
314,홍제원 힐스테이트 아파트 ,,
314,홍제파출소,,
314,홍제동우체국,,
314,홍제견인차량보관소,,
314,홍제 현대아파트 ,,
314,서대문세무서,,
314,인왕초등학교,,
314,홍제역 해링턴 플레이스,,
314,홍제 3동 방면 ,,
314,무악재 방면,,
314,고은초등학교,,
314,안산자락길,,
314,"홍은 풍림 1차, 2차 아파트 ",,
314,홍제1동 주민센터,,
315,무중력지대 무악재,,
315,고은맨션아파트,,
315,홍제2동,,
315,홍제2동 주민센터,,
315,인왕아파트,,
315,인왕궁 맨션아파트,,
315,무악재,,
315,독립문 방면,,
315,무악재,,
315,홍제삼성래미안아파트,,
315,안산 자락길,,
315,무악재한화아파트,,
315,독립문 방면,,
315,인왕산 어울림아파트,,
315,서부수도사업소,,
315,안산맨션아파트,,
315,인왕산현대아파트,,
315,홍제원현대아파트,,
315,청구아파트,,
315,안산초등학교,,
315,홍제1동,,
315,한양아파트,,
315,안산자락길(무악재하늘다리),,
316,경희궁 롯데캐슬아파트,,
316,대한노인회서대문구지회,,
316,중소기업은행,,
316,행촌동,,
316,사직터널,,
316,대신중.고교,,
316,독립문,,
316,천연동사무소,,
316,금화터널,,
316,삼호아파트,,
316,현저동,,
316,서대문형무소역사관,,
316,서대문구의회,,
316,무악현대아파트,,
316,무악재 ,,
316,무악동,,
316,독립문로터리,,
316,독립문초등학교 ,,
316,대성맨션아파트,,
316,독립문파출소,,
316,서대문독립공원,,
316,영천시장,,
316,독립문극동아파트,,
316,무악재,,
316,한성과학고교,,
316,서대문독립공원,,
316,무악동사무소,,
317,경기상업고교,,
317,자하문방면,,
317,청와대,,
317,국립민속박물관방면,,
317,동십자각,,
317,국립민속박물관방면,,
317,세종문화회관,,
317,한국생산성본부,,
317,사직터널방면,,
317,천주교세종로교회,,
317,경복궁,,
317,체부동,,
317,사직공원,,
317,사직파출소,,
317,배화여자대학교,,
317,서울시교원연수원,,
317,효자동사무소,,
317,국립서울농학교,,
317,통인시장,,
317,세검정방면(버스),,
317,통의동우체국,,
317,경복고교,,
317,상명대학교(버스),,
317,효자동,,
317,정부정보화교육센터,,
317,삼청동길,,
317,경복궁,,
317,서울시티투어버스타는곳,,
317,적선동,,
317,정부서울청사,,
317,미국대사관,,
317,내자동,,
317,국립고궁박물관,,
317,국립고궁박물관,,
317,서울지방경찰청,,
317,구세군회관,,
317,사직터널방면,,
317,사직동사무소,,
317,배화여중·고교,,
317,종로도서관,,
317,국립서울맹학교,,
317,통의동,,
317,주한교황청 대사관,,
318,가회동,,
318,(주)YTN(연합뉴스),,
318,재동초등학교,,
318,원서공원,,
318,중앙중.고교,,
318,운니동,,
318,일본문화원,,
318,교동초등학교,,
318,한국-아랍 친선협회,,
318,서울 노인복지센터,,
318,종로경찰서,,
318,백인제 가옥,,
318,상생상회,,
318,서울경운학교,,
318,서울우리소리박물관,,
318,국립현대미술관 서울관,,
318,관훈동,,
318,일본대사관,,
318,조계사,,
318,코리아타임즈,,
318,연합뉴스,,
318,종로고용안정센타,,
318,체신기념관,,
318,서울시티투어 버스 타는곳,,
318,안국동,,
318,경복궁방면,,
318,안국우체국,,
318,국립민속박물관,,
318,서울시티투어 버스 타는곳,,
318,덕성여중고교,,
318,정독도서관,,
318,한국걸스카웃연맹,,
318,가회동주민센터,,
318,헌법재판소,,
318,재동,,
318,창덕궁,,
318,대동정보산업고교,,
318,운현궁,,
318,덕성여대평생교육원,,
318,운현초등학교,,
318,경운동,,
318,낙원상가,,
318,인사동,,
318,한국일보사,,
318,국세청,,
318,서울시티투어 버스 타는곳,,
318,골동품상가,,
318,감사원방면,,
319,돈화문,,
319,창덕궁,,
319,종묘,,
319,묘동,,
319,종묘광장공원,,
319,종로3가파출소,,
319,종로3가소방파출소,,
319,단성사,,
319,종로귀금속거리,,
319,CGV피카디리극장,,
320,청계천 2가,,
320,수표동/청계천 2가,,
320,기계공구상가,,
320,을지로동주민센터,,
320,을지로2가 방면,,
320,시립서울청소년센터,,
320,입정동,,
320,을지로 3가 치안센터,,
320,중부경찰서,,
320,충무로3가 ,,
320,초동,,
320,남대문 세무서,,
320,서울고용노동청,,
320,한국국제교류재단,,
320,인현동,,
320,을지로4가 우체국,,
320,수표동,,
320,청계천,,
320,수표동,,
320,명동성당,,
320,청계천 방면,,
320,기업은행본점,,
320,청계천 방면,,
320,시립서울청소년센터,,
320,을지로동주민센터,,
320,종로3가 방면,,
320,청계천 방면,,
320,을지로4가 방면,,
320,인 현 동,,
320,충무로방면 ,,
320,명동성당,,
320,고당조만식기념관,,
320,중부경찰서,,
320,영락교회,,
320,충무로방면,,
320,인현동/충무로방면,,
320,기계공구상가,,
320,금호석유화학그룹,,
320,중구문화원,,
320,KDB산업은행 종로지점,,
320,서울고용복지+센터,,
321,퇴계로파출소,,
321,필동사무소,,
321,을지로방면,,
321,서울시건설안전관리본부,,
321,동국대학교,,
321,남산방면,,
321,필동사무소,,
321,한국의집,,
321,남산골 한옥마을,,
321,"퇴계로 2,3,4가 방면",,
321,필동사무소,,
321,중부세무서,,
321,서울시정개발연구원,,
321,매일경제미디어센터,,
321,서울시티투어 버스 타는곳,,
321,명동방면,,
321,중부경찰서,,
321,을지로방면,,
321,인현동 1가,,
321,매일경제신문사,,
321,퇴계로 5가 방면,,
321,중구청,,
321,을지로 4가 우체국,,
321,한국의집,,
321,남산방면,,
321,남산골한옥마을,,
321,필동1가,,
321,퇴계로 5가 방면,,
321,"문학의집, 서울",,
322,남산공원,,
322,장충파출소,,
322,태극당,,
322,남산서울타워,,
322,공연예술박물관,,
322,민주평화통일자문회의 사무처,,
322,서울신라호텔,,
322,한국자유총연맹,,
322,장충동 2가,,
322,충무초등학교,,
322,동대문역사문화공원방면,,
322,광희문 방면,,
322,약수방면,,
322,장충체육관,,
322,동국 대학교,,
322,장충단공원,,
322,중부수도사업소,,
322,장충초등학교,,
322,퇴계로 방면,,
322,대한간호협회,,
322,장충문화체육센터,,
322,서울시티투어 버스 타는곳,,
322,쌍림동,,
322,장충동1가,,
322,장충동주민센터,,
322,신당2동,,
322,장충동2가,,
322,국립극장,,
322,남산순환 버스 정류소,,
323,중구상공회의소,,
323,금호터널,,
323,중구청소년수련관,,
323,장충중학교,,
323,장충체육관,,
323,장원중학교,,
323,중구시설관리공단,,
323,서울방송고등학교,,
323,구립약수노인종합복지관,,
323,가온도서관,,
323,신당2동 치안센터,,
323,중구진로직업체험지원센터,,
323,대경상업고등학교,,
323,청구동 주민센터,,
323,약수동 주민센터,,
323,장충고등학교,,
323,장충초등학교,,
323,약수지구대,,
323,신당우체국,,
323,다산동 주민센터,,
323,청구초등학교,,
323,약수하이츠 아파트,,
323,약수시장,,
323,남산타운아파트,,
323,신당종합사회복지관,,
324,금호4가파출소,,
324,옥수1동사무소,,
324,금남시장,,
324,금호4가파출소,,
324,대우아파트,,
324,롯데아파트,,
324,옥수터널,,
324,독서당길,,
324,금호터널,,
324,금호로터리,,
324,금호3가동사무소,,
324,금호공원,,
324,금남시장,,
324,금호초등학교,,
324,두산아파트,,
324,마을버스정류장,,
324,금호4가동,,
324,옥수터널,,
324,금옥초등학교,,
324,서울방송고등학교,,
324,대우아파트,,
325,한남하이츠아파트,,
325,옥수동,,
325,미타사,,
325,옥수동 주민센터,,
325,옥정중학교,,
325,한남하이츠아파트,,
325,옥수종합사회복지관,,
325,옥수강변풍림아이원아파트,,
325,옥수파출소(지구대/치안센터),,
325,옥수현대아파트,,
325,이촌한강공원,,
325,금호동대우아파트,,
325,옥수동삼성아파트,,
325,극동그린아파트,,
325,옥수하이츠아파트,,
325,옥수하이츠아파트,,
325,동호대교,,
325,옥정초등학교,,
325,극동아파트,,
325,옥수동삼성아파트,,
325,동호대교,,
325,달맞이봉공원,,
325,옥수강변풍림아이원아파트,,
325,옥수동,,
326,글로벌 사이버대학교,,
326,신사동,,
326,신사동주민센터,,
326,강남관광정보센터,,
326,한강공원(잠원지구),,
326,동호대교방면,,
326,국민건강보험공단 강남북부지사,,
326,압구정파출소,,
326,압구정초등학교,,
326,서울현대아파트우체국,,
326,신구중학교,,
326,현대맨션,,
326,논현동방면,,
326,신구초등학교,,
326,신현대아파트,,
326,역삼동방면,,
326,현대고등학교,,
326,신사중학교,,
326,미성아파트,,
326,압구정동 주민센터,,
326,압구정중.고교,,
326,구현대아파트,,
326,신구중학교,,
326,압구정동,,
326,로데오거리방면,,
327,논현아파트,,
327,신사파출소,,
327,논현1동,,
327,서울세관방면,,
327,국민연금 강남지사,,
327,학동공원,,
327,논현1동,,
327,강남대로,,
327,영동시장,,
327,잠원동,,
327,새서울맨션,,
327,잠원동,,
327,한신신반포아파트,,
327,설악아파트,,
327,신사동,,
327,한남대교,,
327,신사동,,
327,신사동,,
327,압구정방면,,
327,신사동사무소,,
327,강남대로,,
328,스타빌딩,,
328,미주파스텔아파트,,
328,메이플자이아파트,,
328,래미안신반포팰리스아파트,,
328,신사동방면,,
328,반포종합사회복지관,,
328,경원중학교,,
328,한신메디피아,,
328,서초여성가족플라자,,
328,7호선 반포역,,
328,한신신반포아파트,,
328,한강공원(잠원),,
328,청구 아파트,,
328,로얄 아파트,,
328,그린 아파트,,
328,잠원동주민센터,,
328,잠원치안센터,,
328,신동초.중학교,,
328,신화아파트,,
328,신동근린공원,,
329,꽃도매상가(경부선고속터미널 3층),,
329,반포자이아파트,,
329,강남신세계백화점,,
329,래미안 퍼스티지 아파트,,
329,쉐라톤 서울팔레스 강남호텔,,
329,서래마을,,
329,서울성모병원,,
329,강남 뉴코아 아울렛,,
329,서래공원,,
329,"고속버스터미널(경부선,영동선)",,
329,반포미도아파트,,
329,사평로,,
329,반포2동,,
329,"가톨릭대학교(의과,간호대학)",,
329,반포4동,,
329,"한강고수부지,반포대교",,
329,반포센트럴 자이아파트,,
329,강남터미널지하상가(고투몰),,
329,화물취급소 ,,
329,국립중앙도서관,,
329,국립중앙도서관,,
329,조달청,,
329,고속버스터미널(호남선),,
329,한신아파트,,
329,메리어트호텔,,
330,지방공기업평가원,,
330,서울교대부속초등학교,,
330,서울고등중앙지방법원,,
330,주택상가건물임대차분쟁조정위원회,,
330,국민건강보험공단 서초남부지사,,
330,서울고등.중.회생법원,,
330,강남정일학원,,
330,법원내 우체국,,
330,서초4동,,
330,서초4동,,
330,삼풍아파트,,
330,서초3동,,
330,서초역방면,,
330,대한법률구조공단 서울중앙지부,,
330,법원(후문),,
330,고속터미널방면,,
330,서초3파출소,,
330,서초1동,,
330,남부터미널방면,,
330,서울교육대학교,,
330,서초구립 중앙노인종합복지관,,
331,국제전자센터,,
331,서초파출소,,
331,서초 1동,,
331,공무원교육원,,
331,서초 3동주민센터,,
331,국립국악원,,
331,남부시외버스터미널,,
331,기업은행,,
331,뱅뱅사거리,,
331,서일초등학교,,
331,예술의 전당,,
331,서울고교,,
331,서초3동,,
331,서초 1동주민센터,,
331,서울교육대학,,
331,서초고용센터,,
331,서초 1동우체국,,
332,엘타워,,
332,양재동,,
332,양재전화국,,
332,국립외교원,,
332,KW컨벤션센터,,
332,남부순환도로,,
332,강남대로,,
332,강남대로,,
332,도곡동,,
332,양재1동사무소,,
332,서초구립 양재종합사회복지관,,
332,은성중학교,,
332,서초여성인력개발원,,
332,건설산업교육원,,
332,서울가정/행정법원,,
332,서울시인재개발원,,
332,야구협회(KBO),,
332,"서초문화예술회관,일동제약",,
332,"서초구청,외교센터,남부순환로",,
332,서초동,,
332,영동중학교,,
332,한전 강남지점,,
332,뱅뱅사거리,,
332,뱅뱅사거리,,
332,은광여자고등학교,,
332,양재파출소,,
332,양재우체국,,
332,서초구민회관,,
333,매봉터널,,
333,우성아파트,,
333,도곡2동주민센터,,
333,강남수도사업소,,
333,양재전화국,,
333,럭키아파트,,
333,대림아파트,,
333,삼성아파트,,
333,개포한신아파트,,
333,대치중학교,,
333,도곡1동,,
334,개포고교,,
334,우성아파트,,
334,구룡중학교,,
334,동부센트레빌아파트,,
334,타워팰리스,,
334,서울대도초등학교,,
334,군인공제회,,
334,숙명여중고교,,
334,중앙대부속고교,,
334,단국대부속중.고교,,
334,대청중학교,,
334,선경아파트 ,,
334,래미안대치팰리스.1단지아파트,,
335,은마아파트,,
335,대치1동,,
335,대치삼성래미안아파트,,
335,은마아파트우체국,,
335,한티근린공원,,
335,래미안대치팰리스,,
335,남서울종합시장,,
335,대치2동,,
335,대치치구대,,
335,은마아파트,,
335,대곡초등학교,,
335,개포동,,
335,강남구민회관,,
335,개포동,,
335,선경아파트,,
335,대치초등학교,,
335,남부순환로,,
335,대치2동 ,,
335,미도아파트,,
335,강남구의회,,
335,강남구민회관,,
335,대치1동,,
335,우성아파트,,
335,선경아파트,,
336,한국가스안전공사 서울지역본부,,
336,미도아파트,,
336,SETEC(서울무역전시컨벤션센터),,
336,은마아파트,,
336,우성아파트,,
336,쌍용아파트,,
337,대청타워,,
337,대진체육관,,
337,대청공원,,
337,삼성아파트,,
337,영희초등학교,,
337,래미안개포루체하임아파트,,
337,개포동방면,,
337,공무원아파트 ,,
337,일원2동사무소,,
337,강남종합사회복지관,,
337,대청아파트,,
337,강남구 가정건강지원센터,,
337,강남우체국,,
337,대진초등학교,,
337,일원1동 방향,,
337,일원지구대,,
337,중동고등학교,,
337,일원청소년독서실,,
337,우성아파트,,
337,대우아파트,,
337,우성아파트   ,,
337,수서경찰서,,
337,하상장애인종합복지관,,
337,서울주택도시공사,,
337,대치아파트,,
337,서울시탄천물재생센터,,
338,삼성서울병원,,
338,밀알학교,,
338,목련타운,,
338,광평대군묘역,,
338,광평로,,
338,일원본동우체국,,
338,대모초등학교,,
338,서울특별시여성보호센터,,
338,가람아파트,,
338,한솔 아파트,,
338,푸른마을,,
338,중산고교,,
338,목련타운,,
338,왕북초등학교,,
338,까치마을,,
338,수서삼성아파트,,
338,일원본동주민센터,,
338,대왕중학교,,
338,시립수서청소년센터,,
338,서울특별시아동복지센터,,
338,서울로봇고등학교,,
338,상록수아파트,,
338,청솔 빌리지,,
338,샘터마을,,
338,일원로,,
338,환승주차장,,
339,농수산도매시장,,
339,수서종합사회복지관,,
339,대모산입구,,
339,서울공항방면,,
339,탄허기념박물관,,
339,수서ic방면,,
339,일원터널 방면,,
339,강남세움복지관,,
339,서울특별시아동복지센터,,
339,남주차장,,
339,태화기독교사회복지관,,
339,수서우체국,,
339,강남세움복지관,,
339,북주차장,,
339,서울둘레길 4코스,,
339,거여동 방면,,
339,자곡동방면,,
339,가락동 방면,,
339,강남스포츠문화센터,,
339,도시개발아파트(수서6단지),,
339,궁마을,,
339,세곡동방면,,
339,남주차장,,
339,동익ㆍ신동아아파트,,
339,대진디자인고등학교,,
339,서울특별시여성보호센터,,
339,수서동주민센터,,
339,수서파출소,,
339,세종고교,,
339,수서중학교,,
339,수서초등학교,,
339,명화종합사회복지관,,
339,주공ㆍ삼익ㆍ한아름아파트,,
339,"성남, 분당방면",,
341,가락쌍용스윗닷홈 3차,,
341,경찰병원,,
341,건강보험심사평가원 서울지원,,
341,문정동 로데오거리,,
341,경찰병원 장례식장,,
341,가락풍림아파트,,
341,IT벤처타워,,
341,서울동부고용노동지청,,
341,송파중학교,,
341,가락근린공원,,
341,가락쌍용1차아파트,,
341,가락우성2차아파트,,
341,문정동 가락현대1차 아파트,,
341,송파중학교,,
341,서울신가초등학교,,
342,오금동주민센터,,
342,가락2동주민센터,,
342,오금고등학교,,
342,오금공원,,
342,가동초등학교,,
342,송파우체국,,
342,서울병원,,
342,송파경찰서,,
342,석촌중학교,,
409,상계3동우체국,,
409,신상계초등학교,,
409,에스컬레이터(E/S) 공사로 폐쇄,,
409,당고개파출소,,
409,에스컬레이터(E/S) 공사로 폐쇄,,
409,상계종합사회복지관,,
410,청암중고등학교,,
410,중계 중앙 하이츠 아파트,,
410,"상계 대림, 벽산 아파트",,
410,미래산업과학고등학교,,
410,불암산 등산로입구,,
410,상계제일중학교,,
410,성원아파트,,
410,중계 주공 아파트 3-5단지,,
410,중계 중앙 하이츠 아파트,,
410,중계4동 주민센터,,
410,중계동,,
410,청암아파트,,
410,"현대, 염광 아파트",,
410,상계5동 주민센터,,
410,노원어린이도서관,,
410,중계온마을센터,,
410,불암산 등산로입구,,
410,중계종합사회복지관,,
410,"현대, 염광 아파트",,
410,성원아파트,,
410,상계2동 주민센터,,
410,상계 중앙시장,,
410,"재현 중, 고등학교",,
410,중계4동 주민센터,,
410,"재현 중, 고등학교",,
410,중계 주공 아파트 3-5단지,,
410,상계동,,
410,"상계 대림, 벽산 아파트",,
410,노원수학문화관,,
410,중계동,,
410,상계제일중학교,,
410,미래산업과학고등학교,,
410,청암아파트,,
411,노원 헌혈의 집,,
411,"상계주공1,2,3단지",,
411,국민연금공단 도봉노원지사,,
411,기업은행 노원역지점,,
411,KDB산업은행 노원지점,,
411,상계2동 주민센터,,
411,한전노원도봉지사,,
411,노원역지구대,,
411,동양엔파트아파트,,
411,성민복지관,,
411,노원정보도서관,,
411,상계7동 주민센터,,
411,상계119안전센터,,
411,상수초등학교,,
411,상계주공아파트1∼6단지,,
411,"상계주공4,5,6단지",,
411,도봉운전면허시험장,,
411,용화여고,,
411,"대림,현대아파트",,
411,온곡중학교,,
411,노원구청,,
411,KT노원지사,,
411,노원구청,,
411,창동지하철차량기지,,
411,도봉운전면허시험장,,
411,상월초등학교,,
411,상계주공아파트 7∼15단지,,
411,상계10동우체국,,
411,상계초등학교,,
411,우성아파트,,
411,상계7파출소,,
411,상계중학교,,
411,신상중학교,,
411,한국성서대학교,,
411,노원역4거리,,
411,상계제2동,,
411,롯데백화점,,
412,창동동아우편취급국,,
412,창일초등학교,,
412,창동문화체육센터,,
412,상계주공아파트17-19단지,,
412,하나로마트 창동점,,
412,이마트 창동점,,
412,동아아파트,,
412,창동초등학교,,
412,창동아파트2단지,,
412,삼성래미안아파트,,
412,북부교육청,,
412,서울북부지방법원 등기국,,
412,노원세무서,,
412,서울도봉경찰서,,
412,창4동주민센터,,
412,창5동우체국,,
412,창5동주민센터,,
412,창일중학교,,
412,창동아파트3단지,,
412,상아아파트,,
412,동아그린아파트,,
413,창동방면,,
413,창북중학교,,
413,창동시장 ,,
413,기업은행쌍문역지점,,
413,승강편의시설 설치공사로 3번출구 폐쇄(20/8/18~완료시),,
413,신도봉중학교,,
413,정의여중.고교,,
413,쌍문사거리,,
413,도봉구민회관,,
413,한국통신 도봉전화국,,
413,천주교 창동교회,,
413,쌍문3동,,
413,금호아파트,,
414,번동 방면,,
414,수유3동 우체국,,
414,번동북부시장,,
414,수유 시외버스 정류장,,
414,수유3동주민센터,,
414,수유중앙시장,,
414,강북구청,,
414,강북종합시장,,
414,국민연금성북강북지사,,
414,강북노인종합복지관,,
414,한천로,,
414,번1동주민센터,,
414,강북경찰서,,
414,미아방면,,
414,화계사,,
414,수유중앙시장,,
414,덕성여대,,
414,수유동,,
414,국립4·19 민주묘지 방면,,
415,강북우체국,,
415,미양중고등학교,,
415,신일중고등학교,,
415,서울사이버대학,,
415,강북실버종합복지센터,,
415,강북구보훈회관,,
415,성북강북교육청,,
415,국민건강보험공단 강북지사,,
415,삼양초등학교,,
415,수유시장,,
415,강북여성 인력개발센터,,
415,수유초등학교,,
415,성신여대 운정그린캠퍼스,,
415,한국전력 강북지점,,
415,kt전화국,,
415,한국방송통신대,,
415,도봉세무서,,
415,성신병원,,
415,화계초등학교,,
415,삼양시장,,
415,구세군강북종합사회복지관,,
415,미아동주민센터,,
415,성암국제무역고,,
415,서울애화학교,,
416,월곡종합사회복지관/성북외국인근로자센터,,
416,"창문여중,고교",,
416,햇빛병원,,
416,래미안 길음 센터피스 아파트,,
416,CGV,,
416,이마트,,
416,롯데백화점 미아점,,
416,뉴타운 장례식장,,
416,빅토리아호텔,,
416,영훈초등학교,,
416,송중동 주민센터,,
416,방천시장,,
416,서울도시과학기술고등학교,,
416,길음2동,,
416,송천동,,
416,숭인시장,,
416,도봉세무서,,
416,서울 송천동 우체국,,
416,하월곡 시장,,
416,숭인치안센터(파출소),,
416,영훈초등학교,,
416,도봉119안전센터,,
416,영훈중.고교,,
416,송중동 주민센터,,
416,송중 초등학교,,
416,성바오로 딸 수도회,,
416,솔샘지구대(미아4파출소),,
417,성북고용안정센터,,
417,성북우체국,,
417,금호어울림센터힐아파트,,
417,계성고등학교,,
417,돈암동부센트레빌아파트,,
417,길음1동 주민센터,,
417,종암경찰서,,
417,돈암현대아파트,,
417,서경대학교 방면,,
417,우성아파트,,
417,길음시장,,
417,길음1치안센터,,
417,돈암1동 주민센터,,
417,미아시장,,
417,성북소방서,,
417,길음1치안센터,,
417,길음시장,,
417,삼양로,,
417,길음종합사회복지관,,
417,길음동부아파트,,
417,돈암범양아파트,,
417,길음119안전센터,,
417,삼부아파트,,
417,돈암삼성아파트,,
417,정릉길,,
417,국민대학교 방면,,
417,길음시장,,
417,삼부아파트,,
417,삼부아파트,,
417,길음2동 주민센터,,
417,길음환승주차장,,
417,종암삼성래미안아파트,,
418,무중력지대 성북,,
418,고명중.정보산업고교,,
418,"동소문한신,한진아파트",,
418,돈암 파출소,,
418,우촌초등학교,,
418,동소문동,,
418,흥천사(구신흥사),,
418,미아리고개,,
418,성북시각장애인복지관,,
418,동선동 3가,,
418,미아리고개,,
418, 성신여중.고교,,
418,돈암우체국,,
418,돈암소방파출소,,
418,돈암시장,,
418,돈암초등학교,,
418,송산아파트,,
418,동선 2동사무소,,
418,정덕초등학교,,
418,기업은행,,
418,매원초등학교,,
418,성신여대,,
418,동선동 1가,,
418,성북구청,,
418,동선파출소,,
418,동소문동 6가,,
418,동선동 5가,,
418,아리랑고개,,
418,동선동 4가,,
418,성북경찰서,,
419,한성대학교,,
419,성북세무서,,
419,성북문화원,,
419,한양도성 혜화동 전시안내센터,,
419,"동소문동 2,3가 방면",,
419,삼선시장,,
419,한성대학교,,
419,혜화방면,,
419,혜화문,,
419,성북1치안센터,,
419,동구마케팅고등학교.동구여자중학교,,
419,한신한진아파트,,
419,삼선중학교,,
419,"삼선동 1,3가 방면",,
419,삼선치안센터,,
419,가톨릭대학교 신학대학(성신교정),,
419,성북동 주민센터,,
419,경신중.고교,,
419,돈암동 방면,,
419,동소문동우체국,,
419,동소문동송산아파트,,
419,홍익중.고교,,
419,경동고등학교,,
419,성북예술창작터 ,,
419,한성여중.고교,,
419,우촌초등학교,,
419,돈암동 방면,,
419,한성대학교,,
419,녹색연합,,
420,마로니에 공원,,
420,혜화동 방면,,
420,흥사단,,
420,가톨릭대학교 성신대학,,
