역번호,역주변,호선,역명
2530,서울서부고용센터,,
2530,경찰공제회,,
2531,공덕지구대,,
2531,나이스신용정보 마포사옥,,
2531,아현공원,,
2531,고려아카데미텔,,
2531,삼성래미안 공덕5차 아파트,,
2531,공덕 자이아파트,,
2531,공덕 119안전센터,,
2531,공덕동,,
2531,공덕동주민센터,,
2531,서울서부지방법원,,
2531,아현동로터리방면,,
2531,태화샘솟는집(정신장애인 희망클럽),,
2531,서울소의초등학교,,
2531,마포경찰서,,
2531,아현 아이파크 아파트,,
2531,뮤지스땅스(아현음악창작소),,
2531,삼성래미안 공덕2차 아파트,,
2531,공덕동로터리 방면,,
2531,한세사이버보안고등학교,,
2531,마포래미안푸르지오 아파트,,
2531,마포노인복지센터,,
2531,환일고등학교,,
2531,서울서부지방법원 등기국,,
2531,아현산업정보학교,,
2531,아현시장,,
2531,환일중학교,,
2531,서울서부지방검찰청,,
2531,마포평생학습관(아현분관),,
2531,신한은행,,
2531,아현중학교,,
2531,아현동 주민센터,,
2531,아현초등학교,,
2531,서부수도사업소,,
2532,중림동,,
2532,주한프랑스대사관,,
2532,충정로삼거리방면,,
2532,충정로삼거리,,
2532,미동초등학교,,
2532,합동,,
2532,경기대학교,,
2532,풍산빌딩,,
2532,우리은행충정로지점,,
2532,손기정공원,,
2532,삼창빌딩,,
2532,서부수도사업소,,
2532,아현동방면,,
2532,봉래초등학교,,
2532,서소문근린공원,,
2532,서울시상수도사업본부,,
2532,충정로3가,,
2532,종근당,,
2532,동아일보 충정로사옥,,
2532,북아현동가구상가,,
2532,어바니엘위드더스타일 충정로아파트,,
2532,한국구세군100주년빌딩,,
2532,충정타워,,
2532,삼성사이버빌리지,,
2532,KAC한국예술원,,
2532,국민연금공단 서울 북부지역본부 ,,
2532,KT(아현지점),,
2532,아현성결교회,,
2532,의주로2가방면,,
2533,서대문세무서,,
2533,아세아연합신학연구원,,
2533,센터포인트 돈의문,,
2533,영천시장,,
2533,강북삼성병원,,
2533,적십자간호대학,,
2533,경희궁공원,,
2533,경찰박물관,,
2533,창덕여자중학교,,
2533,농업박물관,,
2533,정동극장,,
2533,농협중앙회,,
2533,경찰청,,
2533,서대문경찰서,,
2533,사조산업,,
2533,KT & G,,
2533,상생EME학원,,
2533,서울적십자병원,,
2533,내일신문사,,
2533,예원학교,,
2533,프란치스코교육회관,,
2533,4.19 혁명 기념 도서관,,
2533,금화초등학교,,
2533,동명여자중학교,,
2533,이화여자외국어고등학교,,
2533,신한은행,,
2533,국민은행,,
2533,하나은행,,
2533,외환은행,,
2533,신한은행,,
2533,FRASER PLACE빌딩,,
2533,"바비엥-1,2,3 빌딩",,
2533,에이스타워 빌딩,,
2533,한국가스안전공사 서울서부지사,,
2533,신한금융투자TFC강북금융센터,,
2533,시립서대문노인종합복지관,,
2533,경기대학교,,
2533,경기초등학교,,
2533,인창중학교,,
2533,인창고등학교,,
2533,충정로우체국,,
2533,경희궁자이 아파트,,
2533,동북아역사재단,,
2533,감리교신학대학교,,
2533,서대문고용안정센터,,
2533,서울시교육청,,
2533,서울역사박물관,,
2533,경향신문사,,
2533,NH아트홀,,
2533,문화일보사,,
2533,이화여자고등학교,,
2533,중앙일보사,,
2533,미동초등학교,,
2534,세종이야기,,
2534,광화문우체국,,
2534,더스퀘어치과,,
2534,법무법인 세종,,
2534,헌혈의집 광화문센터,,
2534,청계천 모전교,,
2534,광화문 관광안내소,,
2534,서울지방국세청,,
2534,세계일보,,
2534,기독교 대한감리회 종교교회,,
2534,광화문,,
2534,청진공원,,
2534,기념비전,,
2534,광화문 지하보도,,
2534,교보문고 ,,
2534,조계사 (템플스테이),,
2534,정부합동민원센터,,
2534,케이트 윈타워,,
2534,광화문광장,,
2534,청계광장,,
2534,대한민국역사박물관,,
2534,예금보험공사,,
2534,서울지방경찰청,,
2534,정부서울청사,,
2534,미국대사관,,
2534,종로구청,,
2534,동아일보사,,
2534,서울시청,,
2534,서울특별시의회,,
2534,세종문화회관,,
2534,서울기록정보센터,,
2534,한국관광공사 서울센터,,
2534,덕수궁,,
2534,조선일보사,,
2534,경희궁공원,,
2534,서울역사박물관,,
2534,구세군회관,,
2534,연합뉴스,,
2534,해치마당,,
2534,국립현대미술관 서울관,,
2534,서울경제신문,,
2534,아주경제,,
2534,청운동,,
2534,국립민속박물관,,
2534,경복궁,,
2534,광화문,,
2534,KT 광화문지사,,
2534,세종대로사거리,,
2535,서울경운학교                                     ,,
2535,YBM어학원,,
2535,탑골공원(정문)방면,,
2535,"청계천 가는 길(190m),기계공구상가",,
2535,"청계천 가는 길,서울청소년수련관",,
2535,종로세무서,,
2535,교동초등학교,,
2535,운현초등학교,,
2535,종로2가 우체국,,
2535,"종로1,2,3,4가 자치센터",,
2535,익선동,,
2535,종로3가방면,,
2535,탑골공원(후문)방면,,
2535,돈화문방면,,
2535,종묘,,
2535,낙원동,,
2535,운현궁,,
2535,창덕궁,,
2535,돈의동,,
2535,인사동방면,,
2535,낙원상가,,
2535,종로3가치안센터,,
2535,종묘시민공원,,
2535,종로2가 파출소,,
2535,종로119안전센터,,
2535,CGV피카디리1958,,
2535,구 단성사,,
2535,피맛골,,
2535,종로귀금속거리,,
2535,숭실사이버대학교(종로캠퍼스),,
2535,"대림상가,세운상가",,
2536,청계천 가는 길,,
2536,호텔아카시아,,
2536,충무로,,
2536,대우건설,,
2536,대림상가,,
2536,청계천4가방면,,
2536,미싱상가,,
2536,덕수중학교,,
2536,을지로4가우체국,,
2536,종로세운상가(종로전자타운),,
2536,방산시장,,
2536,목재상가,,
2536,중부시장,,
2536,사무집기상가,,
2536,을지로3가.,,
2536,산림동,,
2536,청계천4가,,
2536,시계귀금속카메라시장,,
2536,청계천5가방면,,
2536,을지로5가,,
2536,훈련원공원방면,,
2536,국립의료원,,
2536,KT을지지점,,
2536,배오개길,,
2536,오장동,,
2536,중구청,,
2536,삼풍상가,,
2536,베스트웨스턴국도호텔,,
2536,광장시장,,
2536,청계천 가는 길,,
2537,청계천 가는 길,,
2537,장충동방면,,
2537,광희동 주민센터,,
2537,퇴계로5가 우체국,,
2537,국립중앙의료원(도보10분),,
2537,한양공업고등학교,,
2537,서울관광안내소,,
2537,한양중학교,,
2537,광희문,,
2537,쌍림동방면,,
2537,쌍림빌딩,,
2537,오장동방면,,
2537,중부시장,,
2537,을지로7가동,,
2537,을지로7가우체국,,
2537,인쇄정보센타,,
2537,을지로지하보도,,
2537,광희초등학교,,
2537,장충단공원방면,,
2537,광희빌딩,,
2537,충무로5가동,,
2537,광희동2가,,
2537,충무초등학교,,
2537,아카시아호텔,,
2537,청계천 가는 길,,
2538,신당동 떡볶이촌,,
2538,무학치안센터,,
2538,신당푸르지오아파트,,
2538,장충초등학교,,
2538,청구 e편한세상아파트,,
2538,중구여성플라자,,
2538,중부소방서,,
2538,중구보건소,,
2538,금호여자중학교,,
2538,삼성아파트,,
2538,신당동 주민센터,,
2538,금호동길,,
2538,흥인초등학교,,
2538,대경중.정보산업고등학교,,
2538,동화동 주민센터,,
2538,동산초등학교,,
2538,청구동 주민센터,,
2538,신당중앙교회,,
2538,용봉근린공원,,
2539,동산초등학교,,
2539,성동구보건소금호분소,,
2539,신금호파크자이아파트,,
2539,금호 푸르지오아파트,,
2539,금호고등학교,,
2539,e편한세상금호파크힐스아파트,,
2539,[우수경관조망명소]금호산,,
2539,농협,,
2539,신당동 푸르지오아파트,,
2539,동아아파트,,
2539,금호파출소,,
2539,금북시장,,
2539,두산아파트,,
2539,금호공원,,
2539,삼성아파트,,
2539,신당동현대아파트,,
2539,극동아파트,,
2539,한진타운아파트,,
2539,벽산아파트,,
2539,대현경로복지관,,
2539,금호우체국,,
2539,금북초등학교,,
2539,금호1가 주민센타,,
2539,대현산배수지,,
2539,금호초등학교,,
2539,성동구립금호도서관,,
2539,래미안금호하이리버아파트,,
2539,금호자이 1차 아파트,,
2539,금호자이 2차 아파트,,
2539,열린금호교육문화관,,
2539,금호119안전센터,,
2539,금호중앙교회,,
2539,금호여자중학교,,
2539,"금호2, 3가동 주민센타",,
2539,금남시장방면,,
2539,대경중.상업고등학교,,
2540,무학중학교,,
2540,행현초등학교,,
2540,무학교회,,
2540,행당2동주민센터,,
2540,행당2동지구대,,
2540,행당브라운스톤아파트,,
2540,최영인소아청소년과,,
2540,행당두산위브아파트,,
2540,성동구립도서관,,
2540,장미치과,,
2540,문영일이비인후과의원,,
2540, 풍림아이원아파트,,
2540,행당한신아파트,,
2540,서울숲행당푸르지오,,
2540,금호동로터리방면,,
2540,왕십리방면,,
2540,"성동구의회,구민회관",,
2540,벽산아파트,,
2540,금북시장,,
2540,금북초등학교방면,,
2540,행당전화국,,
2540,한진아파트,,
2540,극동아파트,,
2540,행당동한진타운,,
2540,대림아파트,,
2540,무학현대아파트,,
2540,한신무학아파트,,
2540,행당시장,,
2540,성산중앙교회,,
2540,신동아아파트,,
2540,행당초등학교,,
2540,무학여자고등학교,,
2541,성동구의회,,
2541,성동구립도서관,,
2541,예스항외과,,
2541,주)비젼관광호텔,,
2541,하왕치안센터,,
2541,귀부인금거래소(본사),,
2541,엘림신경정신과,,
2541,마장체육센터,,
2541,한양대부속중고교,,
2541,서울연세병원,,
2541,도선사거리,,
2541,성동우체국,,
2541,왕십리2동주민센터,,
2541,사근동주민센터,,
2541,도선동 주민센터,,
2541,성동구보건소방면,,
2541,성동경찰서,,
2541,왕십리길,,
2541,행당시장,,
2541,성동구청,,
2541,행당1동 주민센터,,
2541,행당119안전센터,,
2541,성동경찰서 교통정보센터,,
2541,삼부아파트,,
2541,동마중학교,,
2541,동부수도사업소,,
2541,KT행당지사,,
2541,무학중학교,,
2541,행당초등학교,,
2541,한양시장,,
2541,한양지구대,,
2541,한양대학교,,
2541,무학여고,,
2541,비트플렉스,,
2541,성동구청소년수련관,,
2541,성동교육청,,
2541,소월아트홀,,
2541,한양대 부속병원,,
2541,왕십리광장,,
2541,왕십리역광장,,
2541,동마중학교,,
2542,청계천문화관,,
2542,동마중학교,,
2542,청계천 생태교실,,
2542,천주교에파타성당,,
2542,기업은행,,
2542,두산아파트,,
2542,범우아파트,,
2542,마장삼거리,,
2542,성동구청 방면,,
2542,삼성아파트,,
2542,신답역 방면,,
2542,마장축산물시장,,
2542,마장동주민센터,,
2542,한대부중·고,,
2542,세림아파트,,
2542,한국전력공사성동지점,,
2542,마장중학교,,
2542,마장초등학교,,
2542,성동노인종합복지관,,
2542,대한적십자사 서울지사 방면,,
2542,중앙하이츠아파트,,
2542,마장현대아파트,,
2542,마장2교,,
2542,동마치안센터,,
2542,한양여자대학,,
2542,한양대학교,,
2542,청계천 방면,,
2543,레미안위브아파트,,
2543,답십리1동주민센터,,
2543,답십리2동주민센터,,
2543,장안평고미술상가,,
2543,답십리고미술상가,,
2543,답십리1치안센터,,
2543,용답동주민센터,,
2543,용답역,,
2543,용답동,,
2543,신답사거리,,
2543,마장2교,,
2543,동부시장,,
2543,서울교통공사,,
2543,용답파출소,,
2543,용답동,,
2543,신답역방면,,
2543,하늘병원,,
2543,(재)씨젠의료재단,,
2543,올포유,,
2543,성동구립용답도서관,,
2543,답십리초등학교,,
2543,답십리우체국,,
2543,답십리사거리,,
2544,서울교육문화센터,,
2544,동대문구시설관리공단(동대문구민회관),,
2544,서울특별시 중랑물재생센터,,
2544,장안평 자동차매매시장,,
2544,동대문소방서,,
2544,성동도로사업소,,
2544,군자동 방면,,
2544,장한평 자동차산업 종합정보센터,,
2544,서울새활용플라자,,
2544,국립농산물품질관리원 서울사무소,,
2544,영동병원,,
2544,장안2동,,
2544,농협 장한평지점,,
2544,장안평 자동차매매시장,,
2544,용답동우체국,,
2544,군자초등학교,,
2544,장안1동,,
2544,장평중학교,,
2544,군자교,,
2544,동대문구민회관,,
2544,서울특별시 중랑물재생센터,,
2544,용답동,,
2544,서울교통공사,,
2544,장안종합사회복지관,,
2544,경륜·경정 장안지점,,
2544,구립 장안어린이집,,
2544,장안1동 주민센터,,
2544,장안1치안센터,,
2544,서울안평초등학교,,
2544,동대문구민회관 방면,,
2544,동대문소상공인지원센터,,
2544,대한산업안전협회서울동부지회,,
2544,맑은수병원,,
2544,군자교,,
2545,중곡1동사무소,,
2545,삼원페이퍼갤러리,,
2545,어린이대공원(정문),,
2545,능동사무소,,
2545,세종초등학교,,
2545,군자동사무소,,
2545,중곡동우체국,,
2545,능동,,
2545,세종대학교,,
2545,SC제일은행,,
2545,신한은행,,
2545,군자교방면,,
2545,장한평방면,,
2545,용마사거리방면,,
2545,용마초등학교,,
2545,군자동,,
2545,중곡2동사무소,,
2545,중곡1동,,
2545,연세무척나은병원,,
2545,중곡종합사회복지관,,
2545,세종초,,
2545,광진구선거관리위원회,,
2545,능마루 먹자골목,,
2545,메가박스 군자,,
2545,어린이대공원(후문),,
2546,중곡시장방면,,
2546,유니버설발레단,,
2546,구의2동사무소,,
2546,어린이대공원후문,,
2546,능동,,
2546,중곡4동,,
2546,구의2동,,
2546,정립회관,,
2546,경복초등학교,,
2546,서울물연구원,,
2546,아차산생태공원,,
2546,선화예술고등학교,,
2546,유니버설아트센터,,
2546,서울시민교회,,
2546,동의초등학교,,
2546,아차산 방면,,
2547,아차산(서울) 둘레길,,
2547,몽골 울란바타르 문화진흥원,,
2547,구의야구공원,,
2547,양진초등학교,,
2547,양진중학교,,
2547,국민연금공단,,
2547,"구리, 남양주 방면 버스정류장",,
2547,광진정보도서관,,
2547,광장중학교,,
2547,워커힐푸르지오아파트,,
2547,"광남중학교, 광남고등학교",,
2547,극동아파트,,
2547,동서울터미널방면,,
2547,"광진구청 청소과, 광진구 행정차고",,
2547,광현교회,,
2547,광나루현대아파트,,
2547,광장교회,,
2547,장로회신학대학교,,
2547,광남초등학교,,
2547,광장종합사회복지관,,
2547,현대아파트,,
2547,서울시립광진청소년수련관,,
2547,광장동주민센터,,
2547,광장초등학교,,
2547,광진교(리버뷰 8번가),,
2547,워커힐아파트,,
2547,워커힐호텔(워커힐 길),,
2547,삼성아파트,,
2547,광나루길,,
2547,광나루지구대,,
2547,예스24 라이브홀,,
2547,"아차산, 아차산생태공원, 아차산해맞이광장",,
2548,2001아울렛,,
2548,로데오거리,,
2548,농협,,
2548,신한은행,,
2548,성내종합시장,,
2548,천호대교방면,,
2548,광진사거리,,
2548,삼성전자A/S,,
2548,천호구사거리,,
2548,하나은행 천호동지점,,
2548,롯데시네마,,
2548,풍납1동,,
2548,풍납1동주민센터,,
2548,천호2동,,
2548,천호3동주민센터,,
2548,문구거리,,
2548,공구거리,,
2548,한강시민공원(광나루지구)방면,,
2548,천호3동,,
2548,천호시장,,
2548,이마트,,
2548,성내2동,,
2548,풍납로,,
2548,강동병원,,
2548,종로간호학원,,
2548,풍납동우체국,,
2548,"우리은행, 국민은행",,
2548,기업은행,,
2548,삼성생명,,
2548,이스턴베니비스 예식장,,
2548,"천호공원,강동구립해공도서관,강동구립해공노인복지관",,
2548,강동미즈여성병원,,
2548,에이스아이티교육원,,
2548,천호우체국,,
2548,강동종합사회복지관,,
2548,광성교회,,
2548,풍납토성,,
2549,천호119안전센터,,
2549,KT강동지사(강동전화국),,
2549,성내3동 방면,,
2549,성내종합사회복지관,,
2549,동신중학교,,
2549,"광주,하남방면 버스정류장",,
2549,강동종합사회복지관,,
2549,엘웨딩홀,,
2549,광장웨딩홀,,
2549,신한은행,,
2549,힐탑오피스텔,,
2549,"국민연금 강동,하남지사",,
2549,제일은행,,
2549,SK허브진,,
2549,한림대학교강동성심병원,,
2549,길동사거리 방면,,
2549,강동웨딩문화센터,,
2549,강동구청 방면,,
2549,프라하웨딩홀,,
2549,강동외국인근로자센터(성내종합사회복지관內),,
2549,강동미즈여성병원,,
2549,강동세무서,,
2549,고은빛산부인과,,
2549,국민건강보험공단 강동지사,,
2549,조은마디병원,,
2549,천호3동주민센터,,
2549,천호3치안센터,,
2549,천호현대타워아파트,,
2549,성내도서관,,
2550,강동세무서,,
2550,KT강동지사,,
2550,천동초등학교,,
2550,강동도서관,,
2550,강동우체국,,
2550,한국문화센터 강동지부,,
2550,우성아파트,,
2550,길동 복조리 시장,,
2550,길동주민센터,,
2550,천년의미소 미술학원,,
2550,은평교회,,
2550,길동교회,,
2550,길동초등학교,,
2550,국민건강보험공단,,
2551,롯데하이마트,,
2551,KT&G,,
2551,삼익파크아파트,,
2551,강동구민회관,,
2551,성덕고등학교,,
2551,사랑플러스병원,,
2551,천호중학교,,
2551,성덕여중,,
2551,상암길,,
2551,삼익가든아파트,,
2551,십자성마을,,
2551,천호1동 주민센터,,
2551,명일1동 주민센터,,
2551,동서울종합시장,,
2551,홈플러스강동점,,
2552,신한은행(명일역지점),,
2552,명원초등학교,,
2552,명일전통시장,,
2552,성덕여자중학교,,
2552,성덕고등학교,,
2552,고명초등학교,,
2552,롯데캐슬아파트,,
2552,국민은행(명일동지점),,
2552,명일1동주민센터,,
2552,대신증권(명일동지점),,
2552,국민은행(명일역자동화점),,
2552,삼익그린2차아파트,,
2552,프라이어팰리스아파트,,
2552,암사3동,,
2552,서울시립고덕양로원,,
2552,우리은행(명일동지점),,
2552,강동구 미래교육혁신센터,,
2552,천호1동,,
2552,명일초등학교,,
2552,서울특별시동부기술교육원,,
2552,강동청소년회관,,
2552,명일우체국,,
2552,명일1지구대,,
2552,래미안명일역솔베뉴,,
2552,아남아파트,,
2552,명일여자고등학교,,
2552,LG아파트,,
2552,명덕초등학교,,
2552,서울장애인종합복지관,,
2553,신동아아파트,,
2553,명일중학교,,
2553,배재현대아파트,,
2553,배재고등학교,,
2553,광문고등학교,,
2553,한영고등학교,,
2553,한영외국어고등학교,,
2553,명원초등학교,,
2553,이마트,,
2553,강동경희대병원,,
2553,주양쇼핑,,
2553,고덕상록아파트,,
2553,명일2파출소,,
2553,삼익그린맨션,,
2553,명일여고,,
2553,한국구화학교,,
2553,서울장애인종합복지관,,
2553,고덕평생학습관,,
2553,한영중학교,,
2553,삼환아파트,,
2553,서울컨벤션고등학교,,
2553,우성원,,
2553,강동아트센터,,
2553,고덕래미안힐스테이트,,
2553,온조대왕문화체육관,,
2553,명일2동주민센타,,
2553,배재중학교,,
2553,묘곡초등학교,,
2553,고덕아이파크,,
2554,고덕롯데캐슬베네루체,,
2554,고덕중학교,,
2554,고덕아르테온(336~341동),,
2554,고현초등학교,,
2554,도시농업 파믹스센터,,
2554,명일근린공원,,
2554,고덕아르테온(301∼335),,
2554,강덕초등학교,,
2554,광문고등학교,,
2554,고덕센트럴아이파크,,
2554,고덕사회체육센터,,
2554,고덕동우체국,,
2554,고덕그라시움(101~139),,
2554,고덕초등학교,,
2554,고덕평생학습관,,
2554,한국구화학교(우성원),,
2554,주공 6단지(재건축중),,
2554,고일초등학교,,
2554,고덕숲아이파크,,
2554,상일동주민센터,,
2554,고덕2동주민센터,,
2554,한국시각장애인복지관,,
2554,온조대왕문화체육관,,
2554,"고덕리엔파크 1,2단지",,
2554,고덕아르테온(301∼335),,
2554,고덕그라시움(140~153),,
2554,고덕센트럴푸르지오,,
2554,고덕그라시움(140~153),,
2554,상일파출소,,
2555,둔촌중학교,,
2555,동북고등학교,,
2555,한산중학교,,
2555,중앙보훈병원,,
2555,둔촌초등학교,,
2555,한전(강동지점),,
2555,길동사거리 방면,,
2555,성내3동주민센터,,
2555,성내동우체국,,
2555,둔촌고등학교,,
2555,둔촌1동,,
2555,한산초등학교,,
2555,위례초등학교,,
2556,서울체육중학교,,
2556,한국체육대학교,,
2556,방이119안전센터,,
2556,보성중학교,,
2556,창덕여자고등학교,,
2556,오륜초등학교,,
2556,서울체육고등학교,,
2556,보성고등학교,,
2556,[우수경관조망명소]올림픽공원,,
2556,세륜초등학교,,
2556,오륜동우체국,,
2556,오륜치안센터,,
2556,올림픽선수촌아파트,,
2556,오륜동주민센터,,
2556,강동교육청 강동송파Wee센터,,
2556,국민체육진흥공단,,
2556,동북고등학교,,
2556,한성백제박물관,,
2556,동북중학교,,
2556,오륜중학교,,
2557,방이지구대,,
2557,방산초등학교,,
2557,방이대림APT,,
2557,코오롱APT,,
2557,가락삼익맨숀,,
2557,서울 방이동 고분군,,
2557,방산고등학교,,
2557,방산중학교,,
2557,방이1동주민센터,,
2557,신구블레스벨리아파트,,
2557,오금초등학교,,
2557,우리은행(방이역지점),,
2557,오금동성당,,
2557,국민은행(방이역지점),,
2557,한양3차APT,,
2557,올림픽파크 센트레빌,,
2557,방이초등학교,,
2557,세륜중학교,,
2557,"오금대림아파트(1,2단지)",,
2557,오금파출소,,
2557,스탠다드차타드은행(방이역지점),,
2557,송파농협(신방이역점),,
2557,새마을금고(송파중앙본점),,
2557,기업은행(방이역지점),,
2557,하나은행(방이역지점),,
2557,"현대APT(2,3,4단지)",,
2558,송파경찰서,,
2558,가락2동주민센터,,
2558,가동초등학교,,
2558,오금동주민센터,,
2558,서울병원,,
2558,오금고등학교,,
2558,오금공원,,
2558,송파우체국,,
2558,석촌중학교,,
2559,오금동우체국,,
2559,오주중학교,,
2559,삼성아파트,,
2559,송파도서관,,
2559,우창아파트,,
2559,오금공원,,
2559,오금동,,
2559,"쌍용,극동,삼성래미안 아파트",,
2559,송파중학교,,
2559,[우수경관조망명소]성내천,,
2559,개롱초등학교,,
2559,가동초등학교,,
2559,송파두산위브아파트,,
2559,보인중학교,,
2559,보인고등학교,,
2559,거여동 방면,,
2559,삼환가락아파트,,
2559,현대아파트,,
2559,가락프라자아파트,,
2559,가락2동,,
2559,문정동 방면,,
2559,가주초등학교,,
2559,곰두리체육센터,,
2559,상아아파트,,
2560,거여공원,,
2560,송파구체육문화센터,,
2560,거여동 성당,,
2560,거원중학교,,
2560,우리은행,,
2560,하나웨딩홀·부페,,
2560,하나은행(거여동지점),,
2560,위례방면,,
2560,우방아파트,,
2560,거여파출소,,
2560,현대1차아파트,,
2560,거여우체국,,
2560,서울인공지능고등학교,,
2560,거여1동,,
2560,거원초등학교,,
2560,거여아파트 1-6단지,,
2560,거여2동,,
2560,마천1동 방면,,
2560,마천2동주민센터,,
2560,현대2차아파트,,
2560,마천동 방면,,
2560,현대3차아파트,,
2560,영풍초등학교,,
2560,거여1동주민센터,,
2560,거여2동주민센터,,
2560,거암교회,,
2560,한국오카리나박물관,,
2560,성내천방면,,
2560,농협중앙회(거여역점),,
2560,쌍용아파트,,
2560,국방과학연구소,,
2560,엠마뉴엘재활원,,
2560,신아재활원,,
2560,남한산성,,
2561,마천1치안센터,,
2561,마천우체국,,
2561,마천사거리,,
2561,마천1동 주민센터,,
2561,천마근린공원,,
2561,송파인성장애인복지관,,
2561,어린이 안전교육관,,
2561,마천초등학교,,
2561,거여119안전센터,,
2561,거여제일교회,,
2561,마천중앙시장,,
2561,하늘산성교회,,
2561,남천초등학교,,
2561,송파보훈회관,,
2561,마천청소년수련관,,
2561,하늘산성교회,,
2561,마천2동 주민센터,,
2562,"고덕리엔파크 1,2단지",,
2562,강일119안전센터,,
2562,강동리엔파크 9~14단지,,
2562,고덕리엔파크 3단지,,
2562,첨단업무단지,,
2562,미사강변센트럴풍경채,,
2562,고덕천,,
2562,강명중학교,,
2562,서울강명초등학교,,
2563,하남종합운동장,,
2563,한강유역환경청,,
2563,하남시장애인복지관,,
2563,미사경정공원,,
2563,미사보건센터,,
2563,미사파출소,,
2563,미사중학교,,
2563,미사중앙초등학교,,
2563,미사중학교,,
2563,미사경정공원,,
2563,미사파출소,,
2563,미사중앙초등학교,,
2563,미사호수공원,,
2563,청아초등학교,,
2563,미사2동 행정복지센터,,
2563,하남시미사도서관,,
2563,미사보건센터,,
2563,하남시디지털도서관,,
2563,미사1동행정복지센터,,
2563,미사호수공원,,
2563,미사2동 행정복지센터,,
2563,하남시미사도서관,,
2564,풍산지구2호근린공원,,
2564,하남풍산아이파크5단지아파트,,
2564,꽃뫼마을휴먼시아1단지아파트,,
2564,덕풍3동 행정복지센터,,
2564,덕풍중학교,,
2564,하남풍산센트레빌아파트,,
2564,동원베네스트아파트,,
2564,휴먼시아새뜰마을4단지아파트,,
2564,풍산지구3호근린공원,,
2564,휴먼시아새뜰마을3단지아파트,,
2564,참아름아파트,,
2564,하남선거관리위원회,,
2564,이마트 하남점,,
2564,꽃뫼마을휴먼시아2단지아파트,,
2564,하남풍산초등학교,,
2564,나룰초등학교,,
2564,하남시나룰도서관,,
2564,현대지식산업센터 한강미사1차,,
2564,삼부르네상스아파트,,
2564,덕풍지구대,,
2564,미사경정공원,,
2564,하남풍산아이파크5단지아파트,,
2564,풍산고등학교,,
2564,신세계빌리브하남오피스텔,,
2564,덕풍119안전센터,,
2565,남한고등학교,,
2565,더샵하남에디피스아파트,,
2565,남한중학교,,
2565,신장고등학교,,
2565,에코타운3단지아파트,,
2565,하남호반써밋에듀파크아파트,,
2565,동부초등학교,,
2565,덕풍3동,,
2565,하남역사박물관,,
2565,하남풍산아이파크1단지아파트,,
2565,하남시청,,
2565,신장초등학교,,
2565,에코타운1단지아파트,,
2565,신장1동행정복지센터,,
2565,석바대상점가,,
2565,성원상떼빌아파트,,
2565,벽산블루밍아파트,,
2565,하남우체국,,
2565,신장시장,,
2565,진모루마을현대아파트,,
2565,대동피렌체아파트,,
2565,덕풍시장,,
2565,하남한솔솔파크아파트,,
2565,휴먼시아새뜰마을4단지아파트,,
2565,참아름아파트,,
2565,블루밍더클래식아파트,,
2565,하남시청,,
2565,하남문화예술회관,,
2565,에코타운2단지아파트,,
2565,하남더샵센트럴뷰아파트,,
2566,하남시종합사회복지관,,
2566,천현초등학교,,
2566,유니온파크,,
2566,창우동우체국,,
2566,스타필드하남,,
2566,검단산,,
2566,창우파출소,,
2566,하남경영고등학교,,
2566,하남중학교,,
2566,하남초등학교,,
2566,신장중학교,,
2566,창우초등학교,,
2566,은방울공원,,
2566,하남시버스환승공영차고지,,
2566,한국애니메이션고등학교,,
2566,하남소방서,,
2566,꿈동산공원,,
2566,하남시청,,
2566,하남시중소기업홍보관,,
2611,E마트 은평점,,
2611,서부병원,,
2611,불광천,,
2611,은명초등학교,,
2611,시립서북병원,,
2611,역촌제2동,,
2611,신진과학기술고등학교,,
2611,신사1동주민센터,,
2611,역촌초등학교,,
2611,서울기독대학교,,
2611,역촌제1동,,
2611,서부경찰서,,
2611,서부종합시장,,
2611,응암시장,,
2611,응암제1동,,
2611,은평지역자활센타,,
2611,은평보건소,,
2611,역촌동주민센터,,
2611,역촌노인복지관,,
2611,신사종합사회복지관,,
2612,서울특별시서부노인보호전문기관,,
2612,은혜산부인과,,
2612,"은평평화공원 지하공영주차장, 견인보관소",,
2612,은평구청,,
2612,은평문화예술회관,,
2612,은평구보건소,,
2612,KT&G 서부지점,,
2612,역촌동행정주민센터,,
2612,서부종합시장,,
2612,역촌사거리,,
2612,삼성타운아파트,,
2612,녹번초등학교,,
2612,서대문세무서별관,,
2612,은평우체국,,
2612,은평구 평생학습관,,
2612,최원호병원,,
2612,은평평화공원,,
2613,국민건강보험공단 은평지사,,
2613,녹번초등학교,,
2613,현대홈타운,,
2613,은평문화예술회관,,
2613,녹번동 방면,,
2613,동명여자고등학교,,
2613,한국여성정책연구원,,
2613,③은평구청,,
2613,⑥불광시장,,
2613,대조시장,,
2613,불광제1동,,
2613,⑦대조동,,
2613,대은초등학교,,
2613,NC백화점 불광점(Kimsclub),,
2613,은평여성인력개발센터,,
2613,불광1동주민센터,,
2613,대조동우체국,,
2613,대조파출소,,
2613,동명생활경영고등학교,,
2613,서울불광초등학교,,
2613,국민연금공단 은평지사,,
2613,미성아파트,,
2613,녹번파출소,,
2613,녹번동 방면,,
2614,연신초등학교,,
2614,불광1치안센터,,
2614,연천초등학교,,
2614,북한산 불광사,,
2614,팀수양관,,
2614,은평구립도서관,,
2614,수리초등학교,,
2614,다문화박물관,,
2614,불광중학교,,
2615,불광제3동,,
